iucn_sid,sciname,population,old_cat,cat,cat_score
22728804,Bulweria bifax,NA,EX,EX,1
22728808,Fregetta maoriana,NA,CR,CR,0.8
22728950,Urile pelagicus,NA,LC,LC,0
22728990,Sula granti,NA,LC,LC,0
22729000,Brachyramphus perdix,NA,NT,NT,0.2
22729148,Garrodia nereis,NA,LC,LC,0
22729421,Calonectris edwardsii,NA,NT,NT,0.2
22729604,Thalassarche cauta,NA,NT,NT,0.2
22729609,Thalassarche steadi,NA,NT,NT,0.2
22729686,Leucocarbo atriceps,NA,LC,LC,0
22729692,Egretta gularis,NA,LC,LC,0
22729877,Larus glaucoides,NA,LC,LC,0
22731577,Rallus obsoletus,NA,NT,NT,0.2
22731855,Threskiornis bernieri,NA,EN,EN,0.6
22732244,Calonectris borealis,NA,LC,LC,0
22732425,Melanitta americana,NA,NT,NT,0.2
22733462,Haematopus ostralegus,NA,NT,NT,0.2
22733705,Anous albivittus,NA,LC,LC,0
22733979,Puffinus subalaris,NA,LC,LC,0
22733989,Pelecanus occidentalis,NA,LC,LC,0
22734070,Puffinus bailloni,NA,LC,LC,0
22734194,Melanitta deglandi,NA,LC,LC,0
22734408,Eudyptes moseleyi,NA,EN,EN,0.6
22734972,Milvus migrans,NA,LC,LC,0
22735250,Eudyptes chrysocome,NA,VU,VU,0.4
22735615,Charadrius dealbatus,NA,DD,DD,NA
22735624,Hydrobates monteiroi,NA,VU,VU,0.4
22735692,Rostratula australis,NA,EN,EN,0.6
22735810,Rostratula benghalensis,NA,LC,LC,0
22735929,Larus cachinnans,NA,LC,LC,0
22736135,Pterodroma deserta,NA,VU,VU,0.4
22736173,Sula dactylatra,NA,LC,LC,0
22736215,Cinclodes fuscus,NA,LC,LC,0
42566169,Aetobatus ocellatus,NA,VU,VU,0.4
42568145,Cruriraja hulleyi,NA,LC,LC,0
42830204,Synagrops japonicus,NA,LC,LC,0
42830213,Himantolophus crinitus,NA,LC,LC,0
42830236,Himantolophus paucifilosus,NA,LC,LC,0
42830239,Melanocetus murrayi,NA,LC,LC,0
42830242,Chelon bandialensis,NA,DD,DD,NA
42830251,Chaenophryne ramifera,NA,LC,LC,0
42830260,Dolopichthys allector,NA,LC,LC,0
42830277,Microlophichthys microlophus,NA,LC,LC,0
42830286,Photocorynus spiniceps,NA,LC,LC,0
42830291,Hoplostethus vniro,NA,DD,DD,NA
42830689,Conus longilineus,NA,LC,LC,0
42874318,Sphyraena intermedia,NA,DD,DD,NA
43270317,Trygonorrhina dumerilii,NA,LC,LC,0
43398244,Pristis pectinata,Eastern Atlantic subpopulation,CR,CR,0.8
43398250,Pristis pectinata,Western Atlantic subpopulation,CR,CR,0.8
43508842,Pristis pristis,Eastern Atlantic subpopulation,CR,CR,0.8
43508845,Pristis pristis,Western Atlantic subpopulation,CR,CR,0.8
43508905,Pristis pristis,Indo-West Pacific subpopulation,CR,CR,0.8
43508949,Pristis pristis,Eastern Pacific subpopulation,CR,CR,0.8
45048812,Pterodroma macroptera,NA,LC,LC,0
45048990,Pterodroma gouldi,NA,LC,LC,0
45061132,Calonectris diomedea,NA,LC,LC,0
45354718,Puffinus bryani,NA,CR,CR,0.8
45354823,Oceanites pincoyae,NA,DD,DD,NA
45354964,Falco peregrinus,NA,LC,LC,0
45959011,Puffinus assimilis,NA,LC,LC,0
45959182,Puffinus lherminieri,NA,LC,LC,0
45959186,Puffinus elegans,NA,LC,LC,0
46074027,Saurida tumbil,NA,LC,LC,0
46075152,Anodontostoma chacunda,NA,LC,LC,0
46075167,Herklotsichthys lossei,NA,LC,LC,0
46075186,Nematalosa resticularia,NA,DD,DD,NA
46075209,Nematalosa persara,NA,DD,DD,NA
46075224,Opisthopterus tardoore,NA,LC,LC,0
46075248,Sardinella gibbosa,NA,LC,LC,0
46075339,Sardinella sindensis,NA,LC,LC,0
46075359,Ilisha compressa,NA,LC,LC,0
46075376,Ilisha sirishai,NA,DD,DD,NA
46079096,Alticus kirkii,NA,LC,LC,0
46079214,Antennablennius adenensis,NA,LC,LC,0
46079217,Antennablennius australis,NA,LC,LC,0
46079226,Antennablennius bifilum,NA,LC,LC,0
46079239,Antennablennius hypenetes,NA,LC,LC,0
46079290,Antennablennius simonyi,NA,LC,LC,0
46079321,Antennablennius variopunctatus,NA,LC,LC,0
46079476,Blenniella periophthalmus,NA,LC,LC,0
46079519,Ecsenius pulcher,NA,LC,LC,0
46079775,Hirculops cornifer,NA,LC,LC,0
46079801,Istiblennius edentulus,NA,LC,LC,0
46079816,Istiblennius pox,NA,LC,LC,0
46079840,Istiblennius spilotus,NA,LC,LC,0
46079868,Mimoblennius cirrosus,NA,LC,LC,0
46079873,Omobranchus mekranensis,NA,VU,VU,0.4
46079911,Parablennius opercularis,NA,LC,LC,0
46079924,Parablennius thysanius,NA,LC,LC,0
46080027,Pereulixia kosiensis,NA,LC,LC,0
46080080,Petroscirtes mitratus,NA,LC,LC,0
46080101,Plagiotremus townsendi,NA,LC,LC,0
46080159,Xiphasia setifer,NA,LC,LC,0
46080857,Carangoides bajad,NA,LC,LC,0
46081422,Ulua mentalis,NA,LC,LC,0
46081534,Uraspis uraspis,NA,LC,LC,0
46081926,Gerres longirostris,NA,LC,LC,0
46083881,Coryogalops monospilus,NA,DD,DD,NA
46085237,Taenioides kentalleni,NA,DD,DD,NA
46086162,Kyphosus cinerascens,NA,LC,LC,0
46086190,Kyphosus vaigiensis,NA,LC,LC,0
46086355,Gunnellichthys viridescens,NA,LC,LC,0
46086532,Parupeneus heptacanthus,NA,LC,LC,0
46086601,Parupeneus macronemus,NA,LC,LC,0
46086703,Upeneus sundaicus,NA,LC,LC,0
46086775,Upeneus tragula,NA,LC,LC,0
46087000,Nemipterus peronii,NA,LC,LC,0
46087474,Opistognathus muscatensis,NA,LC,LC,0
46087494,Opistognathus nigromarginatus,NA,LC,LC,0
46087522,Stalix omanensis,NA,DD,DD,NA
46087798,Polydactylus persicus,NA,LC,LC,0
46087813,Priacanthus blochii,NA,LC,LC,0
46087863,Priacanthus hamrur,NA,LC,LC,0
46087917,Priacanthus tayenus,NA,LC,LC,0
46088156,Plectranthias vexillarius,NA,DD,DD,NA
46088184,Pseudanthias townsendi,NA,LC,LC,0
46088346,Siganus canaliculatus,NA,LC,LC,0
46088399,Siganus javus,NA,LC,LC,0
46088833,Xenisthmus balius,NA,LC,LC,0
46093091,Arnoglossus macrolophus,NA,LC,LC,0
46093134,Engyprosopon grandisquama,NA,LC,LC,0
46093150,Grammatobothus polyophthalmus,NA,LC,LC,0
46096141,Solea stanalandi,NA,DD,DD,NA
46096184,Zebrias captivus,NA,DD,DD,NA
46096953,Apistus carinatus,NA,LC,LC,0
46097197,Grammoplites suppositus,NA,LC,LC,0
46097614,Kumococius rodericensis,NA,LC,LC,0
46097625,Rogadius asper,NA,LC,LC,0
46097663,Rogadius pristiger,NA,LC,LC,0
46097723,Sorsogona melanoptera,NA,LC,LC,0
46097728,Sorsogona nigripinna,NA,DD,DD,NA
46097741,Sorsogona tuberculata,NA,LC,LC,0
46097767,Thysanophrys celebica,NA,LC,LC,0
46098411,Scorpaenopsis barbata,NA,LC,LC,0
46098924,Scorpaenopsis oxycephala,NA,LC,LC,0
46099940,Scorpaenopsis venosa,NA,LC,LC,0
46100481,Choridactylus multibarbus,NA,LC,LC,0
46101009,Minous inermis,NA,LC,LC,0
46101835,Minous monodactylus,NA,LC,LC,0
46102071,Pseudosynanceia melanostigma,NA,LC,LC,0
46102308,Synanceia nana,NA,LC,LC,0
46102475,Lepidotrigla faurei,NA,LC,LC,0
46102491,Lepidotrigla bispinosa,NA,LC,LC,0
46102529,Centriscus scutatus,NA,LC,LC,0
46102569,Acentronura tentaculata,NA,LC,LC,0
46102582,Bryx analicarens,NA,LC,LC,0
46102624,Corythoichthys haematopterus,NA,LC,LC,0
46102674,Cosmocampus investigatoris,NA,LC,LC,0
46102713,Micrognathus andersonii,NA,LC,LC,0
46102735,Trachyrhamphus bicoarctatus,NA,LC,LC,0
46102792,Paramonacanthus arabicus,NA,LC,LC,0
46103983,Gambusia rhizophorae,NA,LC,LC,0
46104003,Derilissus lombardii,NA,DD,DD,NA
46104027,Chasmodes saburrae,NA,LC,LC,0
46104049,Entomacrodus nigricans,NA,LC,LC,0
46104052,Hypleurochilus bermudensis,NA,LC,LC,0
46104061,Hypleurochilus springeri,NA,LC,LC,0
46104064,Hypsoblennius hentz,NA,LC,LC,0
46104071,Hypsoblennius invemar,NA,LC,LC,0
46104074,Hypsoblennius ionthas,NA,LC,LC,0
46104077,Lupinoblennius vinctus,NA,NT,NT,0.2
46104090,Ophioblennius macclurei,NA,LC,LC,0
46104109,Parablennius marmoreus,NA,LC,LC,0
46104116,Acanthemblemaria aspera,NA,LC,LC,0
46104124,Chaenopsis limbaughi,NA,LC,LC,0
46104127,Chaenopsis ocellata,NA,LC,LC,0
46104133,Emblemaria atlantica,NA,LC,LC,0
46104136,Emblemaria pandionis,NA,LC,LC,0
46104139,Emblemaria piratula,NA,LC,LC,0
46104142,Emblemariopsis bahamensis,NA,LC,LC,0
46104147,Hemiemblemaria simulus,NA,LC,LC,0
46104150,Stathmonotus hemphillii,NA,LC,LC,0
46104153,Stathmonotus stahli,NA,LC,LC,0
46104160,Dactyloscopus moorei,NA,LC,LC,0
46104167,Dactyloscopus tridigitatus,NA,LC,LC,0
46104170,Gillellus greyae,NA,LC,LC,0
46104173,Gillellus uranidea,NA,LC,LC,0
46104176,Platygillellus rubrocinctus,NA,LC,LC,0
46104199,Brockius albigenys,NA,LC,LC,0
46104208,Gobioclinus bucciferus,NA,LC,LC,0
46104211,Gobioclinus gobio,NA,LC,LC,0
46104218,Gobioclinus guppyi,NA,LC,LC,0
46104227,Gobioclinus haitiensis,NA,LC,LC,0
46104232,Gobioclinus kalisherae,NA,LC,LC,0
46104241,Brockius nigricinctus,NA,LC,LC,0
46104251,Malacoctenus aurolineatus,NA,LC,LC,0
46104265,Malacoctenus gilli,NA,LC,LC,0
46104272,Malacoctenus triangulatus,NA,LC,LC,0
46104287,Paraclinus cingulatus,NA,LC,LC,0
46104430,Paraclinus fasciatus,NA,LC,LC,0
46104765,Paraclinus marmoratus,NA,LC,LC,0
46104789,Paraclinus nigripinnis,NA,LC,LC,0
46104807,Starksia ocellata,NA,LC,LC,0
46104864,Starksia starcki,NA,LC,LC,0
46104895,Corvula batabana,NA,LC,LC,0
46104928,Corvula sanctaeluciae,NA,LC,LC,0
46104959,Equetus lanceolatus,NA,LC,LC,0
46105095,Equetus punctatus,NA,LC,LC,0
46105306,Larimus breviceps,NA,LC,LC,0
46105545,Menticirrhus littoralis,NA,LC,LC,0
46105847,Menticirrhus saxatilis,NA,LC,LC,0
46106057,Odontoscion dentex,NA,LC,LC,0
46106266,Paralonchurus brasiliensis,NA,LC,LC,0
46106412,Stellifer colonensis,NA,LC,LC,0
46106542,Umbrina coroides,NA,LC,LC,0
46106621,Hypoplectrus atlahua,NA,DD,DD,NA
46107486,Acentronura dendritica,NA,LC,LC,0
46107620,Anarchopterus criniger,NA,LC,LC,0
46107890,Anarchopterus tectus,NA,LC,LC,0
46108119,Cosmocampus albirostris,NA,LC,LC,0
46108252,Cosmocampus brachycephalus,NA,LC,LC,0
46108938,Microphis brachyurus ssp. lineatus,NA,DD,DD,NA
46109068,Syngnathus louisianae,NA,DD,DD,NA
46109095,Syngnathus pelagicus,NA,LC,LC,0
46109104,Synodus macrostigmus,NA,LC,LC,0
46109137,Synodus bondi,NA,LC,LC,0
46109145,Eugerres awlae,NA,LC,LC,0
46967807,Dermochelys coriacea,East Pacific Ocean subpopulation,CR,CR,0.8
46967817,Dermochelys coriacea,West Pacific Ocean subpopulation,CR,CR,0.8
46967827,Dermochelys coriacea,Northwest Atlantic Ocean subpopulation,EN,EN,0.6
46967838,Dermochelys coriacea,Southwest Atlantic Ocean subpopulation,CR,CR,0.8
46967863,Dermochelys coriacea,Southwest Indian Ocean subpopulation,CR,CR,0.8
46967873,Dermochelys coriacea,Northeast Indian Ocean subpopulation,DD,DD,NA
47136863,Crenidens macracanthus,NA,DD,DD,NA
47136868,Acanthopagrus catenula,NA,DD,DD,NA
47137241,Polysteganus mascarenensis,NA,DD,DD,NA
47137303,Archosargus pourtalesii,NA,NT,NT,0.2
47137465,Calamus brachysomus,NA,LC,LC,0
47137515,Calamus taurinus,NA,NT,NT,0.2
47139706,Acanthurus tractus,NA,LC,LC,0
47139816,Protammodytes sarisa,NA,DD,DD,NA
47140113,Cathorops wayuu,NA,DD,DD,NA
47140142,Menidia clarkhubbsi,NA,DD,DD,NA
47140942,Chasmodes bosquianus,NA,LC,LC,0
47141089,Hypleurochilus geminatus,NA,LC,LC,0
47141104,Hypleurochilus pseudoaequipinnis,NA,LC,LC,0
47141177,Hypsoblennius exstochilus,NA,LC,LC,0
47141289,Acanthemblemaria betinensis,NA,LC,LC,0
47141293,Acanthemblemaria chaplini,NA,LC,LC,0
47141351,Acanthemblemaria greenfieldi,NA,LC,LC,0
47141354,Acanthemblemaria harpeza,NA,DD,DD,NA
47141401,Acanthemblemaria johnsoni,NA,LC,LC,0
47141570,Acanthemblemaria maria,NA,LC,LC,0
47141697,Acanthemblemaria medusa,NA,LC,LC,0
47141712,Acanthemblemaria paula,NA,DD,DD,NA
47141727,Acanthemblemaria rivasi,NA,LC,LC,0
47141736,Acanthemblemaria spinosa,NA,LC,LC,0
47142326,Chaenopsis megalops,NA,DD,DD,NA
47142330,Chaenopsis resh,NA,LC,LC,0
47142333,Chaenopsis roseola,NA,LC,LC,0
47142337,Chaenopsis stephensi,NA,DD,DD,NA
47142899,Coralliozetus cardonae,NA,LC,LC,0
47142908,Ekemblemaria nigra,NA,LC,LC,0
47142915,Emblemaria biocellata,NA,LC,LC,0
47142918,Emblemaria caldwelli,NA,LC,LC,0
47142927,Emblemaria caycedoi,NA,LC,LC,0
47142930,Emblemaria culmenis,NA,DD,DD,NA
47142939,Emblemaria diphyodontis,NA,LC,LC,0
47142944,Emblemaria hyltoni,NA,DD,DD,NA
47142954,Emblemaria vitta,NA,LC,LC,0
47143144,Emblemariopsis bottomei,NA,LC,LC,0
47143154,Emblemariopsis dianae,NA,DD,DD,NA
47143163,Emblemariopsis leptocirris,NA,LC,LC,0
47143173,Emblemariopsis occidentalis,NA,LC,LC,0
47143176,Emblemariopsis pricei,NA,VU,VU,0.4
47143206,Emblemariopsis ramirezi,NA,LC,LC,0
47143213,Emblemariopsis randalli,NA,DD,DD,NA
47143216,Emblemariopsis ruetzleri,NA,LC,LC,0
47143309,Lucayablennius zingaro,NA,LC,LC,0
47143314,Stathmonotus gymnodermis,NA,LC,LC,0
47143351,Stathmonotus tekla,NA,LC,LC,0
47143372,Dactylagnus peratikos,NA,DD,DD,NA
47143381,Dactyloscopus boehlkei,NA,LC,LC,0
47143391,Dactyloscopus comptus,NA,LC,LC,0
47143394,Dactyloscopus crossotus,NA,LC,LC,0
47143398,Dactyloscopus foraminosus,NA,LC,LC,0
47143407,Dactyloscopus poeyi,NA,LC,LC,0
47143421,Gillellus inescatus,NA,DD,DD,NA
47143432,Gillellus jacksoni,NA,LC,LC,0
47143452,Leurochilus acon,NA,LC,LC,0
47143476,Myxodagnus belone,NA,DD,DD,NA
47143503,Platygillellus smithi,NA,DD,DD,NA
47143570,Elacatinus rubrigenis,NA,DD,DD,NA
47143593,Antilligobius nikkiae,NA,LC,LC,0
47143643,Elacatinus panamensis,NA,DD,DD,NA
47143653,Hyporhamphus collettei,NA,LC,LC,0
47143866,Haptoclinus apectolophus,NA,DD,DD,NA
47143869,Gobioclinus filamentosus,NA,LC,LC,0
47144358,Malacoctenus boehlkei,NA,LC,LC,0
47144430,Malacoctenus delalandii,NA,LC,LC,0
47144448,Malacoctenus erdmani,NA,LC,LC,0
47144466,Malacoctenus versicolor,NA,LC,LC,0
47144528,Paraclinus barbatus,NA,LC,LC,0
47144544,Paraclinus grandicomis,NA,LC,LC,0
47144580,Paraclinus infrons,NA,LC,LC,0
47144628,Paraclinus naeorhegmis,NA,LC,LC,0
47144698,Starksia culebrae,NA,LC,LC,0
47144741,Starksia elongata,NA,LC,LC,0
47144879,Starksia fasciata,NA,LC,LC,0
47144896,Starksia hassi,NA,LC,LC,0
47144901,Starksia melasma,NA,LC,LC,0
47144911,Starksia nanodes,NA,LC,LC,0
47144922,Starksia occidentalis,NA,LC,LC,0
47144957,Starksia rava,NA,LC,LC,0
47144987,Starksia sella,NA,DD,DD,NA
47144995,Starksia smithvanizi,NA,LC,LC,0
47144999,Starksia variabilis,NA,DD,DD,NA
47145002,Starksia y-lineata,NA,DD,DD,NA
47145520,Neobythites multiocellatus,NA,LC,LC,0
47145548,Opistognathus megalepis,NA,LC,LC,0
47145580,Opistognathus melachasme,NA,LC,LC,0
47145611,Opistognathus leprocarus,NA,LC,LC,0
47145752,Urophycis earllii,NA,LC,LC,0
47145793,Urophycis floridana,NA,LC,LC,0
47145877,Urophycis regia,NA,LC,LC,0
47146393,Ctenosciaena gracilicirrhus,NA,LC,LC,0
47147457,Cynoscion jamaicensis,NA,LC,LC,0
47147468,Cynoscion leiarchus,NA,LC,LC,0
47147556,Cynoscion microlepidotus,NA,LC,LC,0
47147574,Cynoscion nothus,NA,LC,LC,0
47147582,Cynoscion similis,NA,LC,LC,0
47147616,Cynoscion steindachneri,NA,LC,LC,0
47147660,Cynoscion virescens,NA,LC,LC,0
47147702,Isopisthus parvipinnis,NA,LC,LC,0
47147749,Larimus fasciatus,NA,LC,LC,0
47147840,Lonchurus elegans,NA,DD,DD,NA
47147979,Lonchurus lanceolatus,NA,LC,LC,0
47148013,Nebris microps,NA,LC,LC,0
47148202,Ophioscion punctatissimus,NA,LC,LC,0
47148229,Pareques acuminatus,NA,LC,LC,0
47148543,Pareques umbrosus,NA,LC,LC,0
47148847,Protosciaena trewavasae,NA,LC,LC,0
47148940,Stellifer chaoi,NA,LC,LC,0
47148944,Stellifer griseus,NA,LC,LC,0
47149007,Stellifer microps,NA,LC,LC,0
47149037,Stellifer naso,NA,LC,LC,0
47149087,Stellifer rastrifer,NA,LC,LC,0
47149357,Stellifer stellifer,NA,DD,DD,NA
47149427,Stellifer venezuelae,NA,LC,LC,0
47149594,Umbrina milliae,NA,LC,LC,0
47149690,Hypoplectrus castroaguirrei,NA,EN,EN,0.6
47149703,Hypoplectrus maculiferus,NA,DD,DD,NA
47149747,Serranus maytagi,NA,LC,LC,0
47149866,Hypoplectrus ecosur,NA,DD,DD,NA
47149869,Hypoplectrus floridae,NA,LC,LC,0
47149895,Symphysanodon octoactinus,NA,LC,LC,0
47150056,Bryx dunckeri,NA,LC,LC,0
47150210,Bryx randalli,NA,LC,LC,0
47150446,Cosmocampus hildebrandi,NA,LC,LC,0
47150568,Minyichthys inusitatus,NA,DD,DD,NA
47150895,Penetopteryx nanus,NA,LC,LC,0
47153711,Syngnathus caribbaeus,NA,LC,LC,0
47153728,Syngnathus dawsoni,NA,DD,DD,NA
47153773,Syngnathus fuscus,NA,LC,LC,0
47153782,Syngnathus makaxi,NA,DD,DD,NA
47153791,Syngnathus springeri,NA,LC,LC,0
47153800,Astroscopus guttatus,NA,LC,LC,0
47164926,Coccorella atlantica,NA,LC,LC,0
47165067,Diaphus luetkeni,NA,LC,LC,0
47165099,Eustomias arborifer,NA,LC,LC,0
47165104,Eustomias bibulbosus,NA,LC,LC,0
47165158,Eustomias bigelowi,NA,LC,LC,0
47165317,Eustomias longibarba,NA,LC,LC,0
47165363,Eustomias macrurus,NA,LC,LC,0
47165472,Photonectes parvimanus,NA,LC,LC,0
47165490,Photostomias goodyeari,NA,LC,LC,0
47165538,Sudis atrox,NA,LC,LC,0
47166619,Acanthopagrus morrisoni,NA,LC,LC,0
47166659,Acanthopagrus arabicus,NA,LC,LC,0
47166662,Acanthopagrus sheim,NA,LC,LC,0
47259883,Haptoclinus dropi,NA,DD,DD,NA
47260360,Rhabdosargus niger,NA,DD,DD,NA
47269831,Eviota dorsogilva,NA,LC,LC,0
47269908,Trimma cheni,NA,LC,LC,0
47270035,Trimma haimassum,NA,LC,LC,0
47385652,Acanthopagrus pacificus,NA,LC,LC,0
47400952,Adelotremus leptus,NA,DD,DD,NA
47401609,Alloblennius frondiculus,NA,DD,DD,NA
47402970,Eviota atriventris,NA,LC,LC,0
47402974,Eviota fallax,NA,LC,LC,0
47402978,Eviota jewettae,NA,LC,LC,0
47403067,Eviota pinocchioi,NA,LC,LC,0
47406921,Lutjanus papuensis,NA,DD,DD,NA
47407633,Pseudochromis socotraensis,NA,LC,LC,0
47407717,Upeneus vanuatu,NA,DD,DD,NA
47407760,Canthigaster criobe,NA,DD,DD,NA
47407786,Maculabatis randalli,NA,LC,LC,0
47728602,Hippocampus colemani,NA,DD,DD,NA
47728610,Hippocampus debelius,NA,DD,DD,NA
47728648,Hippocampus pusillus,NA,DD,DD,NA
47728650,Hippocampus tyro,NA,DD,DD,NA
47735321,Hippocampus jugumus,NA,DD,DD,NA
48319933,Alloblennius anuchalis,NA,LC,LC,0
48320326,Alloblennius jugularis,NA,LC,LC,0
48320397,Alloblennius parvus,NA,LC,LC,0
48320496,Alloblennius pictus,NA,LC,LC,0
48321090,Alticus arnoldorum,NA,LC,LC,0
48321143,Alticus magnusi,NA,LC,LC,0
48321151,Alticus monochrus,NA,LC,LC,0
48321164,Alticus montanoi,NA,LC,LC,0
48321178,Alticus orientalis,NA,LC,LC,0
48321187,Alticus saliens,NA,DD,DD,NA
48321442,Alticus sertatus,NA,LC,LC,0
48321557,Alticus simplicirrus,NA,LC,LC,0
48342089,Cirripectes obscurus,NA,LC,LC,0
48342092,Andamia amphibius,NA,LC,LC,0
48342093,Meiacanthus atrodorsalis,NA,LC,LC,0
48342097,Plagiotremus ewaensis,NA,LC,LC,0
48342099,Meiacanthus tongaensis,NA,LC,LC,0
48342100,Entomacrodus lighti,NA,LC,LC,0
48342101,Ecsenius ops,NA,LC,LC,0
48342103,Cirripectes randalli,NA,LC,LC,0
48342104,Meiacanthus abruptus,NA,VU,VU,0.4
48342105,Cirripectes auritus,NA,LC,LC,0
48342108,Omobranchus aurosplendidus,NA,VU,VU,0.4
48342109,Parablennius cornutus,NA,LC,LC,0
48342111,Salarias fasciatus,NA,LC,LC,0
48342115,Blenniella chrysospilos,NA,LC,LC,0
48342117,Cirripectes fuscoguttatus,NA,LC,LC,0
48342119,Omobranchus fasciolatoceps,NA,LC,LC,0
48342120,Oman ypsilon,NA,VU,VU,0.4
48342122,Praealticus triangulus,NA,LC,LC,0
48342123,Ecsenius polystictus,NA,LC,LC,0
48342125,Blenniella leopardus,NA,LC,LC,0
48342126,Blenniella paula,NA,LC,LC,0
48342128,Salarias nigrocinctus,NA,LC,LC,0
48342129,Entomacrodus randalli,NA,LC,LC,0
48342130,Salarias guttatus,NA,LC,LC,0
48342133,Istiblennius flaviumbrinus,NA,LC,LC,0
48342134,Istiblennius bellus,NA,LC,LC,0
48342137,Exallias brevis,NA,LC,LC,0
48342141,Omobranchus steinitzi,NA,DD,DD,NA
48342142,Omobranchus loxozonus,NA,LC,LC,0
48342143,Rhabdoblennius papuensis,NA,DD,DD,NA
48342144,Entomacrodus strasburgi,NA,LC,LC,0
48342145,Ecsenius pictus,NA,LC,LC,0
48342148,Enchelyurus brunneolus,NA,LC,LC,0
48342149,Ecsenius dentex,NA,LC,LC,0
48342150,Ecsenius caeruliventris,NA,LC,LC,0
48342152,Omobranchus hikkaduwensis,NA,VU,VU,0.4
48342153,Plagiotremus flavus,NA,LC,LC,0
48342154,Meiacanthus grammistes,NA,LC,LC,0
48342158,Meiacanthus limbatus,NA,DD,DD,NA
48342160,Enchelyurus ater,NA,LC,LC,0
48342162,Ecsenius sellifer,NA,LC,LC,0
48342164,Meiacanthus mossambicus,NA,LC,LC,0
48342166,Aspidontus tractus,NA,LC,LC,0
48342168,Omobranchus obliquus,NA,LC,LC,0
48342170,Ecsenius oculatus,NA,LC,LC,0
48342171,Omobranchus germaini,NA,LC,LC,0
48342173,Ecsenius monoculus,NA,LC,LC,0
48342174,Mimoblennius atrocinctus,NA,LC,LC,0
48342176,Entomacrodus rofeni,NA,LC,LC,0
48342177,Entomacrodus marmoratus,NA,LC,LC,0
48342178,Dactyloscopus insulatus,NA,VU,VU,0.4
48342179,Ecsenius shirleyae,NA,LC,LC,0
48342180,Omox lupus,NA,LC,LC,0
48342181,Omobranchus lineolatus,NA,LC,LC,0
48342182,Cirripectes gilberti,NA,LC,LC,0
48342183,Ecsenius bimaculatus,NA,LC,LC,0
48342185,Meiacanthus geminatus,NA,LC,LC,0
48342186,Praealticus oortii,NA,LC,LC,0
48342187,Petroscirtes variabilis,NA,LC,LC,0
48342191,Petroscirtes fallax,NA,LC,LC,0
48342193,Chalaroderma ocellata,NA,LC,LC,0
48342195,Ecsenius fijiensis,NA,LC,LC,0
48342196,Andamia cyclocheilus,NA,DD,DD,NA
48342197,Ecsenius paroculus,NA,LC,LC,0
48342198,Ecsenius collettei,NA,LC,LC,0
48342200,Petroscirtes marginatus,NA,LC,LC,0
48342201,Entomacrodus niuafoouensis,NA,LC,LC,0
48342204,Ecsenius schroederi,NA,LC,LC,0
48342206,Ecsenius prooculis,NA,LC,LC,0
48342207,Meiacanthus reticulatus,NA,DD,DD,NA
48342208,Mimoblennius cas,NA,LC,LC,0
48342209,Andamia heteroptera,NA,DD,DD,NA
48342210,Cirripectes stigmaticus,NA,LC,LC,0
48342213,Entomacrodus striatus,NA,LC,LC,0
48342217,Praealticus bilineatus,NA,LC,LC,0
48342218,Parenchelyurus hyena,NA,LC,LC,0
48342219,Blenniella bilitonensis,NA,LC,LC,0
48342221,Entomacrodus solus,NA,EN,EN,0.6
48342223,Parablennius tasmanianus,NA,LC,LC,0
48342225,Petroscirtes breviceps,NA,LC,LC,0
48342228,Entomacrodus corneliae,NA,LC,LC,0
48342229,Praealticus caesius,NA,LC,LC,0
48342230,Ecsenius australianus,NA,LC,LC,0
48342232,Enchelyurus flavipes,NA,LC,LC,0
48342233,Andamia pacifica,NA,LC,LC,0
48342234,Ecsenius lubbocki,NA,LC,LC,0
48342236,Meiacanthus naevius,NA,VU,VU,0.4
48342237,Ecsenius pardus,NA,LC,LC,0
48342238,Xiphasia matsubarai,NA,LC,LC,0
48342240,Ecsenius bandanus,NA,LC,LC,0
48342243,Salarias sibogai,NA,LC,LC,0
48342244,Chalaroderma capito,NA,LC,LC,0
48342246,Atrosalarias fuscus,NA,LC,LC,0
48342248,Cirripectes polyzona,NA,LC,LC,0
48342250,Ecsenius lividanalis,NA,LC,LC,0
48342252,Dactyloscopus fallax,NA,LC,LC,0
48342253,Antennablennius velifer,NA,DD,DD,NA
48342254,Meiacanthus luteus,NA,LC,LC,0
48342256,Salarias patzneri,NA,LC,LC,0
48342258,Parablennius cyclops,NA,LC,LC,0
48342259,Antennablennius ceylonensis,NA,LC,LC,0
48342260,Entomacrodus cymatobiotus,NA,LC,LC,0
48342262,Ecsenius stictus,NA,LC,LC,0
48342264,Meiacanthus vicinus,NA,LC,LC,0
48342265,Entomacrodus thalassinus,NA,LC,LC,0
48342268,Malacoctenus polyporosus,NA,LC,LC,0
48342269,Ecsenius stigmatura,NA,LC,LC,0
48342271,Istiblennius muelleri,NA,LC,LC,0
48342272,Meiacanthus phaeus,NA,DD,DD,NA
48342273,Praealticus multistriatus,NA,LC,LC,0
48342274,Cirripectes perustus,NA,LC,LC,0
48342277,Cirripectes alboapicalis,NA,LC,LC,0
48342278,Ecsenius bathi,NA,LC,LC,0
48342280,Meiacanthus procne,NA,LC,LC,0
48342281,Istiblennius steindachneri,NA,LC,LC,0
48342282,Parablennius serratolineatus,NA,VU,VU,0.4
48342283,Meiacanthus erdmanni,NA,DD,DD,NA
